time_first_jump,alfa_first_jump,beta_first_jump,t1_first_jump,t2_first_jump,time_fly,alfa_fly,beta_fly,t1_fly,t2_fly,time_jump,alfa_jump,beta_jump,t1_jump,t2_jump,dqdt_critical
0,-0.324145952221429,-2.18259707839303,-6.27111217645545,2.8020703072853,6.27583115438963,-0.689451347678074,-2.00151561814437,0,0,0,-0.630704865522572,-2.03563260811893,-5.08479883170585,1.94853588004098,5.47803241536669
0.0113659480695671,-0.323936152051516,-2.18266683431924,-3.74789726836792,1.47585391512758,6.2873076480112,-0.754935174317102,-1.96341826531231,0,0,0.0113659480695671,-0.569683809465294,-2.07055712260656,-7.92362788020683,3.36998769507494,-3.24516059372801
0.0227318961391343,-0.322851521049084,-2.18304248643131,-6.19554766869284,2.71901085139908,6.29878414163277,-0.811150989458122,-1.93071247604996,0,0,0.0227318961391343,-0.512141514687419,-2.10113440571636,-10.764820508204,4.78898076061772,NaN
0.0340978442087014,-0.320826680496703,-2.18374360785321,-3.54075817079396,1.35353458102062,6.31026063525434,-0.858593454114375,-1.9031104935632,0,0,0.0340978442087014,-0.459874023441983,-2.12675919137493,-13.5762349486691,6.20608971666378,NaN
0.0454637922782686,-0.317799620916679,-2.18478578513332,-6.11543254710615,2.71770634788153,6.32173712887591,-0.8977572292991,-1.88032456105791,0,0,0.0454637922782686,-0.414669439457447,-2.14715684015345,-16.3726128087785,7.61990535965105,NaN
0.0568297403478357,-0.314121595496872,-2.1860415693405,-5.58559411604398,1.33435945900191,6.33321362249749,-0.929136976025535,-1.86206692173998,0,0,0.0568297403478357,-0.37844677050904,-2.16225218863895,-18.8142703946605,9.01870439821938,NaN
0.0681956884174029,-0.310153744953163,-2.18738218149508,-6.0777055081008,2.75250006989985,6.34469011611906,-0.953227355306922,-1.84804981881527,0,0,0.0681956884174029,-0.352394459605261,-2.17238397100014,-17.5114816603944,9.08564143284302,NaN
0.0795616364869701,-0.305476097870052,-2.18894253326855,-3.30601556507211,1.3594175351879,6.35616660974063,-0.970523028156498,-1.83798549548968,0,0,0.0795616364869701,-0.335929133051301,-2.17845410862175,-14.7657450498885,7.70528245666115,NaN
0.0909275845565372,-0.29967446533771,-2.19084846871354,-6.09551349288628,2.75255322582993,6.3676431033622,-0.981518655587504,-1.83158619496908,0,0,0.0909275845565372,-0.327060650793409,-2.18160792775702,-12.0553917511856,6.35353078695218,NaN
0.102293532626104,-0.292741820783508,-2.19308288342483,-3.29384674172958,1.3499130100448,6.37911959698377,-0.986708898613179,-1.82856416045934,0,0,0.102293532626104,-0.323497727904162,-2.18284567432353,-9.43005207550214,4.95850559892574,NaN
0.113659480695671,-0.284672555293072,-2.19562407547765,-6.12839921069293,2.76750644503619,6.39059609060534,-0.986588418246763,-1.82863163516636,0,0,0.113659480695671,-0.323070178614087,-2.18298466125998,-7.27367580687253,3.6496958517881,NaN
0.125025428765239,-0.275477792935412,-2.19844098430298,-3.36226271240488,1.39253856782131,6.40207258422691,-0.981651875501496,-1.831500862296,0,0,0.125025428765239,-0.32370945778285,-2.1827545206007,-4.62848476597923,2.27607166162687,NaN
0.136391376834806,-0.265172134853592,-2.20149761305893,-6.18853838999168,2.80619121201034,6.41354907784848,-0.972393931390616,-1.83688408505416,0,0,0.136391376834806,-0.324145952221429,-2.18259707839303,-6.27111217645545,2.8020703072853,NaN
0.147757324904373,-0.253773864497643,-2.20475331592855,-3.44910562331686,1.44934043632237,6.42502557147005,-0.959309246927363,-1.8444935466467,0,0,0.147757324904373,-0.323936152051516,-2.18266683431924,-3.74789726836792,1.47585391512758,NaN
0.15912327297394,-0.241302636862516,-2.20816349465083,-6.27104849717608,2.86104913367496,6.43650206509162,-0.942892483124977,-1.85404149027951,0,0,0.15912327297394,-0.322851521049084,-2.18304248643131,-6.19554766869284,2.71901085139908,NaN
0.170489221043507,-0.227806073420729,-2.21167345328753,-3.6463134085012,1.64119612366335,6.44797855871319,-0.923638300996698,-1.86524015915846,0,0,0.170489221043507,-0.320826680496703,-2.18374360785321,-3.54075817079396,1.35353458102062,NaN
0.181855169113074,-0.213348133917236,-2.21522276111802,-6.43257026182829,3.0245952240016,6.45945505233477,-0.902041361555764,-1.87780179648944,0,0,0.181855169113074,-0.317799620916679,-2.18478578513332,-6.11543254710615,2.71770634788153,NaN
0.193221117182642,-0.198051009096458,-2.21873889115682,-4.13161186313592,1.82953236446494,6.47093154595634,-0.878596325815415,-1.89143864547833,0,0,0.193221117182642,-0.314121595496872,-2.1860415693405,-5.58559411604398,1.33435945900191,NaN
0.204587065252209,-0.182054316959095,-2.22214946991019,-6.70331764726502,3.15213837043013,6.48240803957791,-0.853797854788891,-1.905862949331,0,0,0.204587065252209,-0.310153744953163,-2.18738218149508,-6.0777055081008,2.75250006989985,NaN
0.215953013321776,-0.166252356043168,-2.22525587566911,-7.89942356616904,4.16831658098457,6.49388453319948,-0.828140609489432,-1.92078695125333,0,0,0.215953013321776,-0.305476097870052,-2.18894253326855,-3.30601556507211,1.3594175351879,NaN
0.227318961391343,-0.152262857825853,-2.22778771597608,-10.0107676791087,5.49628287450786,6.50536102682105,-0.802119250930276,-1.93592289445122,0,0,0.227318961391343,-0.29967446533771,-2.19084846871354,-6.09551349288628,2.75255322582993,NaN
0.23868490946091,-0.141897985405897,-2.22953694507897,-12.3458356002336,6.79938661494893,6.51683752044262,-0.776228440124664,-1.95098302213052,0,0,0.23868490946091,-0.292741820783508,-2.19308288342483,-3.29384674172958,1.3499130100448,NaN
